input,output
三两人参，一斤碎石膏（棉裹），一把竹叶，一两黄连，半升半夏（洗）。用水六升煮取三升，去滓，温服一升，每日三次。,人参石膏汤方
人参三两，石膏一斤碎（棉裹），竹叶一把，黄连一两，半夏半升（洗）。煮水六升，取三升，去渣，温服一升，每日三次。,人参石膏汤方
三两人参，一斤碎石膏（棉裹），一把竹叶，一两黄连，半升半夏（洗）。水六升煮取三升，去渣，温服一升，每日服三次。,人参石膏汤方
人参三两，石膏一斤碎（棉裹），竹叶一把，黄连一两，半夏半升（洗）。用水六升煮取三升，去渣，温服一升，每日三次。,人参石膏汤方
三两人参，一斤碎石膏（棉裹），一把竹叶，一两黄连，半升半夏（洗）。水六升煮取三升，去渣，温服一升，每日服三次。,人参石膏汤方
人参三两，石膏一斤碎（棉裹），竹叶一把，黄连一两，半夏半升（洗）。水六升煮取三升，去渣，温服一升，每日三服。,人参石膏汤方
三两人参，一斤碎石膏（棉裹），一把竹叶，一两黄连，半升半夏（洗）。水六升煮取三升，去渣，温服一升，每日服三次。,人参石膏汤方
人参三两，石膏一斤碎（棉裹），竹叶一把，黄连一两，半夏半升（洗）。水六升煮取三升，去渣，温服一升，每日三次。,人参石膏汤方
三两人参，一斤碎石膏（棉裹），一把竹叶，一两黄连，半升半夏（洗）。水六升煮取三升，去渣，温服一升，每日服三次。,人参石膏汤方
"方剂组成：旋覆花三两 葱十四茎 新绛少许
制备方法：右三味，以水三升，煮取一升，顿服。",旋覆花汤方
旋覆花三两、葱十四茎、新绛少许，右三味，以水三升，煮取一升，顿服。,旋覆花汤方
三两旋覆花、十四茎葱、少许新绛，水三升煮取一升，顿服。,旋覆花汤方
旋覆花三两，葱十四茎，新绛少许，水三升煮取一升，顿服。,旋覆花汤方
三两旋覆花、十四茎葱、少许新绛，水三升煮取一升，服用。,旋覆花汤方
旋覆花三两，葱十四茎，新绛少许，水三升煮一升，顿时服用。,旋覆花汤方
旋覆花三两，葱十四茎，新绛少许，水三升煮取一升，然后服用。,旋覆花汤方
旋覆花三两、葱十四茎、新绛少许，用水三升煮取一升，顿时服下。,旋覆花汤方
旋覆花三两，葱十四茎，新绛少许，水三升煮一升，然后顿服。,旋覆花汤方
旋覆花三两、葱十四茎、新绛少许，水三升煮取一升，顿时服下。,旋覆花汤方
三两旋覆花、十四茎葱、少许新绛，水三升煮一升，顿服。,旋覆花汤方
"方剂组成：厚朴八两大黄四两
制备方法：右二味，以水五升，煮取二升，去滓，温服一升，不差再服。",厚朴大黄汤方
厚朴八两、大黄四两，水五升煮取二升，温服一升，不差再服。,厚朴大黄汤方
厚朴八两、大黄四两，水五升煮取二升，温服一升，不差再服。,厚朴大黄汤方
厚朴八两、大黄四两，水五升煮取二升，温服一升，不差再服。,厚朴大黄汤方
厚朴八两、大黄四两，水五升煮取二升，温服一升，不差再服。,厚朴大黄汤方
厚朴八两、大黄四两，水五升煮取二升，温服一升，不差再服。,厚朴大黄汤方
厚朴八两、大黄四两，水五升煮取二升，温服一升，不差再服。,厚朴大黄汤方
厚朴八两、大黄四两，水五升煮取二升，温服一升，不差再服。,厚朴大黄汤方
厚朴八两、大黄四两，水五升煮取二升，温服一升，不差再服。,厚朴大黄汤方
厚朴八两、大黄四两，水五升煮取二升，温服一升，不差再服。,厚朴大黄汤方
厚朴八两、大黄四两，水五升煮取二升，温服一升，不差再服。,厚朴大黄汤方
"方剂组成：柴胡半斤 黄芩三两 人参二两 半夏半升(洗) 甘草三两 生姜二两(切) 大枣十二枚(劈) 茯苓四两
制备方法：右八味，以水一斗二升，煮取六升，去滓，再煎，取三升，温服一升，日三服。",小柴胡加茯苓汤方
柴胡半斤黄芩三两人参二两半夏半升(洗)甘草三两生姜二两(切)大枣十二枚(劈)茯苓四两,小柴胡加茯苓汤方
柴胡半斤黄芩三两人参二两半夏半升(洗)甘草三两生姜二两(切)大枣十二枚(劈)茯苓四两,小柴胡加茯苓汤方
柴胡半斤黄芩三两人参二两半夏半升(洗)甘草三两生姜二两(切)大枣十二枚(劈)茯苓四两,小柴胡加茯苓汤方
柴胡半斤黄芩三两人参二两半夏半升(洗)甘草三两生姜二两(切)大枣十二枚(劈)茯苓四两,小柴胡加茯苓汤方
"方剂组成：灶中黄土半斤 甘草三两 地黄三两 白术三两 附子三两(炮) 阿胶三两 黄芩三两
制备方法：右七味，以水八升，煮取三升，去滓，分温三服。",黄土汤方
灶中黄土半斤、甘草三两、地黄三两、白术三两、附子三两(炮)、阿胶三两、黄芩三两，水八升，煮取三升，去滓，分温三服。,黄土汤方
灶中黄土半斤、甘草三两、地黄三两、白术三两、附子三两(炮)、阿胶三两、黄芩三两，水八升煮取三升，去滓，分温三服。,黄土汤方
灶中黄土半斤、甘草三两、地黄三两、白术三两、附子三两(炮)、阿胶三两、黄芩三两，水八升熬煮三升，去渣，分温三服。,黄土汤方
灶中黄土半斤、甘草三两、地黄三两、白术三两、附子三两(炮)、阿胶三两、黄芩三两，水八升煎煮至三升，去渣，分温三服。,黄土汤方
灶中黄土半斤、甘草三两、地黄三两、白术三两、附子三两(炮)、阿胶三两、黄芩三两，水八升煮至三升，去渣，分温三服。,黄土汤方
灶中黄土半斤、甘草三两、地黄三两、白术三两、附子三两(炮)、阿胶三两、黄芩三两，水八升煮三升，去渣，分温三服。,黄土汤方
灶中黄土半斤、甘草三两、地黄三两、白术三两、附子三两(炮)、阿胶三两、黄芩三两，水八升煮至三升，去渣，分温三服。,黄土汤方
灶中黄土半斤、甘草三两、地黄三两、白术三两、附子三两(炮)、阿胶三两、黄芩三两，水八升熬至三升，去渣，分温三服。,黄土汤方
灶中黄土半斤、甘草三两、地黄三两、白术三两、附子三两(炮)、阿胶三两、黄芩三两，水八升熬煮三升，去滓，分温三服。,黄土汤方
灶中黄土半斤、甘草三两、地黄三两、白术三两、附子三两(炮)、阿胶三两、黄芩三两，水八升熬煮至三升，去滓，分温三服。,黄土汤方
"方剂组成：百合一两(炙)滑石二两
制备方法：右二味，为散，饮服方寸匙，日三服，当微利，热除则止后服。",百合滑石散方
百合一两(炙)滑石二两，右二味，为散，饮服方寸匙，日三服，当微利，热除则止后服。,百合滑石散方
滑石两两，炙百合一两，右二味，研为散，用方寸匙饮服，每日三次，用以治微利，热除后再服。,百合滑石散方
一两百合(炙)，二两滑石，共为散剂，取方寸匙饮服，每日三次，治微利，热除后再服。,百合滑石散方
滑石二两，百合炙一两，共为散剂，每次取方寸匙饮服，一日三次，治微利，热除后再服。,百合滑石散方
百合炙一两，滑石二两，研为散剂，取方寸匙饮服，每日服三次，治微利，热除后再服。,百合滑石散方
滑石二两，炙百合一两，合为散剂，每次取方寸匙饮服，一日三次，治微利，热除后再服。,百合滑石散方
百合一两(炙)滑石二两，研为散剂，取方寸匙饮服，每日服三次，治微利，热除后再服。,百合滑石散方
滑石二两，百合一两(炙)，共为散剂，每次取方寸匙饮服，一日三次，用以治微利，热除后再服。,百合滑石散方
百合(炙)一两，滑石二两，共为散剂，取方寸匙饮服，每日三次，治微利，热除后再服。,百合滑石散方
滑石二两，炙百合一两，研为散剂，取方寸匙饮服，一日三次，治微利，热除后再服。,百合滑石散方
"方剂组成：黄连二两 茯苓三两 阿胶一两半 芍药三两 黄芩三两 半夏一升
制备方法：右六昧，以水一斗，先煮五味，取三升，去滓，纳胶烊消，分温三服。若胸中热甚者，加黄连一两，合前成三两；腹满者，加厚朴二两；人虚者，加甘草二两，渴者，去半夏，加括萎根二两。",黄连茯苓汤方
黄连二两茯苓三两阿胶一两半芍药三两黄芩三两半夏一升，右六昧，以水一斗，先煮五味，取三升，去滓，纳胶烊消，分温三服。,黄连茯苓汤方
茯苓三两阿胶一两半芍药三两黄芩三两半夏一升黄连二两，右六昧，以水一斗，先煮五味，取三升，去滓，纳胶烊消，分温三服。,黄连茯苓汤方
阿胶一两半芍药三两黄芩三两半夏一升黄连二两茯苓三两，右六昧，以水一斗，先煮五味，取三升，去滓，纳胶烊消，分温三服。,黄连茯苓汤方
芍药三两黄芩三两半夏一升黄连二两茯苓三两阿胶一两半，右六昧，以水一斗，先煮五味，取三升，去滓，纳胶烊消，分温三服。,黄连茯苓汤方
黄芩三两半夏一升黄连二两茯苓三两阿胶一两半芍药三两，右六昧，以水一斗，先煮五味，取三升，去滓，纳胶烊消，分温三服。,黄连茯苓汤方
半夏一升黄连二两茯苓三两阿胶一两半芍药三两黄芩三两，右六昧，以水一斗，先煮五味，取三升，去滓，纳胶烊消，分温三服。,黄连茯苓汤方
阿胶一两半芍药三两黄芩三两半夏一升黄连二两茯苓三两，右六昧，以水一斗，先煮五味，取三升，去滓，纳胶烊消，分温三服。,黄连茯苓汤方
芍药三两黄芩三两半夏一升黄连二两茯苓三两阿胶一两半，右六昧，以水一斗，先煮五味，取三升，去滓，纳胶烊消，分温三服。,黄连茯苓汤方
黄芩三两半夏一升黄连二两茯苓三两阿胶一两半芍药三两，右六昧，以水一斗，先煮五味，取三升，去滓，纳胶烊消，分温三服。,黄连茯苓汤方
半夏一升黄连二两茯苓三两阿胶一两半芍药三两黄芩三两，右六昧，以水一斗，先煮五味，取三升，去滓，纳胶烊消，分温三服。,黄连茯苓汤方
"方剂组成：蜘蛛十四枚(熬) 桂枝一两
制备方法：右二味，为散，以白饮和服方寸匙，日再服，蜜丸亦可。",蜘蛛散方
蜘蛛十四枚(熬)桂枝一两，右二味，为散，以白饮和服方寸匙，日再服，蜜丸亦可。,蜘蛛散方
桂枝一两蜘蛛十四枚(熬)，右二味，为散，以白饮和服方寸匙，日再服，蜜丸亦可。,蜘蛛散方
蜘蛛十四枚(熬)桂枝一两，为散，右二味，以白饮和服方寸匙，日再服，蜜丸亦可。,蜘蛛散方
桂枝一两蜘蛛十四枚(熬)，为散，右二味，以白饮和服方寸匙，日再服，蜜丸亦可。,蜘蛛散方
蜘蛛十四枚(熬)桂枝一两，右二味，为散，以白饮和服方寸匙，蜜丸亦可，日再服。,蜘蛛散方
桂枝一两蜘蛛十四枚(熬)，右二味，为散，以白饮和服方寸匙，蜜丸亦可，日再服。,蜘蛛散方
蜘蛛十四枚(熬)桂枝一两，为散，右二味，以白饮和服方寸匙，蜜丸亦可，日再服。,蜘蛛散方
桂枝一两蜘蛛十四枚(熬)，为散，右二味，以白饮和服方寸匙，蜜丸亦可，日再服。,蜘蛛散方
蜘蛛十四枚(熬)桂枝一两，右二味，为散，以白饮和服方寸匙，蜜丸亦可，日再服。,蜘蛛散方
桂枝一两蜘蛛十四枚(熬)，右二味，为散，以白饮和服方寸匙，蜜丸亦可，日再服。,蜘蛛散方
"方剂组成：桂枝三两 生姜三两 枳实五枚
制备方法：右三昧，以水六升，煮取三升，去滓，分温三服。",桂枝生姜枳实汤方
桂枝三两生姜三两枳实五枚，右三昧，以水六升，煮取三升，去滓，分温三服。,桂枝生姜枳实汤方
三两桂枝三两生姜五枚枳实，右三昧，水六升，煮取三升，去滓，分温三服。,桂枝生姜枳实汤方
桂枝三两，生姜三两，枳实五枚，右三昧，水六升，煮取三升，去滓，分温三服。,桂枝生姜枳实汤方
三两桂枝三两生姜五枚枳实，右三昧，水六升，煮取三升，去滓，分温三服。,桂枝生姜枳实汤方
桂枝三两，生姜三两，枳实五枚，右三昧，水六升，煮取三升，去滓，分温三服。,桂枝生姜枳实汤方
三两桂枝三两生姜五枚枳实，右三昧，水六升，煮取三升，去滓，分温三服。,桂枝生姜枳实汤方
